 2 47  0.9931200844E-15 
 2 48  0.1077371487E-14 
 2 49  0.6231279403E-15 
 2 50  -0.5228741795E-15 
 3 4  0.4280631771E-14 
 3 5  -0.1461288631 
 3 6  1.050155640 
 3 7  0.2143753789E-12 
 3 8  0.1730456948 
 3 9  -0.1277253992E-12 
 3 10  -0.4814241521E-13 
 3 11  -0.1038594463E-12 
 3 12  0.2245316698E-12 
 3 13  0.3880057193E-03 
 3 14  -1.069494247 
 3 15  0.3827672771E-13 
 3 16  0.3235700756E-13 
 3 17  -0.2066370286E-01 
 3 18  0.6607711962E-16 
 3 19  0.5856906193E-15 
 3 20  0.1532202133E-13 
 3 21  0.8306789772E-13 
 3 22  -0.7169304043E-01 
 3 23  0.8090923087E-14 
 3 24  0.1199389696 
 3 25  0.2406978154E-12 
 3 26  0.6866919926E-15 
 3 27  0.2536150052E-14 
 3 28  -0.1657632255E-14 
 3 29  -0.1850811882E-14 
 3 30  -0.5264851868E-14 
 3 31  0.2167230938E-02 
 3 32  -0.5510963114E-15 
 3 33  0.5611927854E-15 
 3 34  0.5758895614E-16 
 3 35  0.2538248046E-15 
 3 36  -0.1791981209E-14 
 3 37  -0.1863356229E-14 
 3 38  -0.3113066521E-14 
 3 39  -0.1635113586E-04 
 3 40  0.7187873945E-15 
 3 41  -0.1917383802E-14 
 3 42  0.1585698484E-15 
 3 43  0.1084270794E-01 
 3 44  -0.4755657165E-14 
 3 45  0.1588615403E-01 
 3 46  0.9596207179E-02 
 3 47  0.5520472118E-15 
 3 48  0.1485215098E-14 
 3 49  0.1078452725E-14 
 3 50  -0.1668760785E-14 
 4 5  0.3206121985E-14 
 4 6  0.2148536679E-13 
 4 7  -0.4919538559E-14 
 4 8  -0.2788124142E-13 
 4 9  -0.8562414829E-13 
 4 10  0.7736029157E-13 
 4 11  -1.006760478 
 4 12  0.2217031829E-13 
 4 13  0.5717418184E-13 
 4 14  0.1071439825E-12 
 4 15  -0.1879223739E-13 
 4 16  -0.2435467735E-13 
 4 17  0.5224547076E-14 
 4 18  -0.1482381985E-14 
 4 19  -0.2887206880E-14 
 4 20  -0.1231073239E-14 
 4 21  -0.6945233946E-14 
 4 22  -0.1380365294E-13 
 4 23  -0.6952074170E-01 
 4 24  -0.9373970479E-14 
 4 25  -0.1558601609E-13 
 4 26  0.1302814494E-15 
 4 27  -0.5275848050E-14 
 4 28  -0.7174632702E-15 
 4 29  0.7249797347E-15 
 4 30  -0.1428626309E-14 
 4 31  -0.1140229908E-14 
 4 32  0.4786036849E-15 
 4 33  0.8742658506E-15 
 4 34  0.1714470918E-15 
 4 35  -0.4453592299E-15 
 4 36  0.3685131610E-14 
 4 37  -0.8396427965E-15 
 4 38  0.2526812149E-14 
 4 39  0.3218943840E-15 
 4 40  -0.2621926961E-14 
 4 41  -0.4724502098E-02 
 4 42  -0.1620907871E-14 
 4 43  -0.2922717625E-15 
 4 44  -0.9027011172E-15 
 4 45  -0.3035144361E-14 
 4 46  -0.4129608337E-14 
 4 47  -0.1694819966E-14 
 4 48  0.2125890067E-14 
 4 49  0.3891977482E-02 
 4 50  -0.8530992913E-15 
 5 6  -0.1476538889E-12 
 5 7  -0.8123633265 
 5 8  0.6135940551E-14 
 5 9  -0.1453578502E-13 
 5 10  0.5185442953E-14 
 5 11  0.2852305523E-13 
 5 12  0.8254223310E-15 
 5 13  -0.6417071316E-15 
 5 14  -0.1567661474E-13 
 5 15  0.1838999195E-12 
 5 16  -0.7513500452 
 5 17  0.6252863624E-13 
 5 18  0.1176832171E-13 
 5 19  0.1500294358E-01 
 5 20  -0.5236837948E-14 
 5 21  -0.5747003774E-14 
 5 22  -0.2520257384E-14 
 5 23  0.1005127666E-13 
 5 24  0.2643343714E-12 
 5 25  -0.1365709305 
 5 26  -0.1231926328E-13 
 5 27  -0.2920462936E-01 
 5 28  0.6622020572E-14 
 5 29  0.1949865345E-15 
 5 30  -0.1638381102E-14 
 5 31  -0.3408365024E-15 
 5 32  0.2588293000E-05 
 5 33  0.1247954393E-14 
 5 34  0.1022037366E-14 
 5 35  0.2645750609E-14 
 5 36  0.4387439237E-14 
 5 37  -0.1787551227E-13 
 5 38  -0.2491590567E-01 
 5 39  0.6218017197E-14 
 5 40  -0.4703702004E-16 
 5 41  0.1319158207E-14 
 5 42  -0.1349996770E-14 
 5 43  -0.4835156289E-15 
 5 44  0.1421418786E-01 
 5 45  0.3487911635E-14 
 5 46  0.4647156797E-15 
 5 47  -0.1648991602E-02 
 5 48  0.1137133600E-13 
 5 49  -0.1006213414E-14 
 5 50  -0.3927232195E-16 
 6 7  -3.075864077 
 6 8  0.4465601405E-13 
 6 9  0.1626905838E-13 
 6 10  -0.9221402904E-14 
 6 11  -0.2036688689E-13 
 6 12  -0.2367877639E-14 
 6 13  -0.2453706747E-15 
 6 14  0.3787507959E-12 
 6 15  -0.3458626072E-12 
 6 16  1.399395108 
 6 17  0.3872072883E-13 
 6 18  0.4738766888E-12 
 6 19  0.6447880864 
 6 20  -0.1639290917E-12 
 6 21  0.2579310404E-14 
 6 22  0.9538333665E-13 
 6 23  0.5022835582E-13 
 6 24  0.5884224314E-12 
 6 25  -0.2621544600 
 6 26  -0.7860448810E-13 
 6 27  -0.1750011742 
 6 28  0.4075930335E-13 
 6 29  0.5109739807E-14 
 6 30  -0.1361600296E-13 
 6 31  0.1650001377E-13 
 6 32  0.1395822910E-03 
 6 33  0.7588047249E-14 
 6 34  0.1081006910E-13 
 6 35  0.1756648416E-13 
 6 36  0.2091761077E-13 
 6 37  -0.1154429200E-12 
 6 38  -0.1603940278 
 6 39  0.3944094061E-13 
 6 40  -0.9672782738E-15 
 6 41  -0.7970414333E-15 
 6 42  -0.7568000520E-14 
 6 43  0.3101788913E-13 
 6 44  0.1750325710 
 6 45  0.8876622717E-13 
 6 46  0.9773418511E-14 
 6 47  -0.2570092306E-01 
 6 48  0.1833363512E-12 
 6 49  -0.3425075555E-14 
 6 50  0.1596668964E-14 
 7 8  0.4381399602E-01 
 7 9  -0.5019021223E-13 
 7 10  0.6509531548E-13 
 7 11  0.1112884131E-12 
 7 12  -0.2944055861E-12 
 7 13  -0.3018916468E-03 
 7 14  1.458008170 
 7 15  -0.7826106706E-13 
 7 16  -0.3008813088E-12 
 7 17  0.8373420835 
 7 18  -0.1531531961E-13 
 7 19  -0.1330897469E-12 
 7 20  -0.4456935919E-13 
 7 21  -0.5835839624E-12 
 7 22  0.5410667062 
 7 23  -0.1125767841E-12 
 7 24  0.2958741486 
 7 25  0.6180495026E-12 
 7 26  -0.6856035553E-15 
 7 27  0.3157589411E-13 
 7 28  -0.1087619950E-14 
 7 29  0.6852547365E-14 
 7 30  -0.8598873837E-13 
 7 31  0.8891117573E-01 
 7 32  0.3668766002E-13 
 7 33  0.4126991217E-15 
 7 34  0.2398322333E-14 
 7 35  0.4493862151E-14 
 7 36  -0.6539625866E-14 
 7 37  -0.1300995067E-14 
 7 38  0.3461839241E-13 
 7 39  0.2176824637E-03 
 7 40  0.1659347285E-14 
 7 41  -0.2093235253E-14 
 7 42  -0.3828203098E-14 
 7 43  0.1594330370 
 7 44  -0.8348515293E-13 
 7 45  0.1624443680 
 7 46  -0.8235275745E-02 
 7 47  0.9307486863E-14 
 7 48  0.3460225516E-14 
 7 49  0.4335901941E-14 
 7 50  -0.2058374765E-14 
 8 9  0.2387388196E-14 
 8 10  0.1503892598E-14 
 8 11  0.7479545717E-14 
 8 12  0.1145386818E-12 
 8 13  0.9003392717E-15 
 8 14  -0.1788078590E-13 
 8 15  -0.7177773077E-15 
 8 16  0.3153228434E-02 
 8 17  -0.1182854914E-13 
 8 18  -0.1061965294E-11 
 8 19  -0.4655550718 
 8 20  0.1173298519E-12 
 8 21  0.2616349418E-13 
 8 22  0.2173312054E-13 
 8 23  -0.3029751471E-13 
 8 24  -0.2459830842E-12 
 8 25  0.1349563152 
 8 26  -0.3388270296E-12 
 8 27  -0.8831120133 
 8 28  0.2349432769E-12 
 8 29  0.1657405800E-13 
 8 30  -0.5872046420E-13 
 8 31  -0.2021328932E-13 
 8 32  -0.9454267565E-03 
 8 33  -0.1200191984E-13 
 8 34  -0.2710623677E-13 
 8 35  0.5094502294E-12 
 8 36  -0.6637814349E-13 
 8 37  0.2042298622E-12 
 8 38  0.2778509855 
 8 39  -0.6720224556E-13 
 8 40  -0.2024522585E-12 
 8 41  -0.2287206814E-13 
 8 42  -0.4128837961E-14 
 8 43  -0.8926615957E-14 
 8 44  -0.1223656442E-01 
 8 45  -0.2032145119E-14 
 8 46  0.2438645760E-14 
 8 47  -0.6476782262E-01 
 8 48  0.4644596882E-12 
 8 49  -0.1048839902E-13 
 8 50  -0.3217828403E-14 
 9 10  -0.1019413469E-13 
 9 11  0.5334178550E-14 
 9 12  0.1966432333 
 9 13  0.7112254037E-12 
 9 14  0.3522001958E-13 
 9 15  0.1671492297E-13 
 9 16  0.1040949790E-13 
 9 17  -0.5893167780E-14 
 9 18  -1.229245901 
 9 19  0.1133255382E-11 
 9 20  0.2007437456E-12 
 9 21  0.7411187956E-13 
 9 22  -0.3319672553E-13 
 9 23  -0.5715526251E-13 
 9 24  -0.1417233759E-13 
 9 25  -0.1261331941E-12 
 9 26  0.8453804255E-01 
 9 27  0.5009655885E-12 
 9 28  -0.4874073557E-13 
 9 29  0.1429171722E-12 
 9 30  -0.1253552327E-03 
 9 31  0.4973892239E-14 
 9 32  0.4883020004E-14 
 9 33  -0.2443146596E-13 
 9 34  0.2770243446E-13 
 9 35  0.8859150410 
 9 36  0.8850170895E-13 
 9 37  -0.1417439435E-12 
 9 38  -0.6755925978E-13 
 9 39  0.9123571446E-13 
 9 40  -0.3166943192 
 9 41  0.4197313341E-12 
 9 42  -0.1722984108E-13 
 9 43  0.2525023342E-13 
 9 44  -0.6785489355E-15 
 9 45  0.1324799764E-13 
 9 46  -0.3390550465E-16 
 9 47  0.4701365911E-13 
 9 48  -0.3260702882E-14 
 9 49  -0.2020669093E-14 
 9 50  0.1069839289E-13 
 10 11  0.2117823905E-15 
 10 12  0.2771978000E-13 
 10 13  -0.7405637116E-15 
 10 14  0.8955624294E-14 
 10 15  -0.1160963686E-13 
 10 16  -0.3926564206E-13 
 10 17  0.4715822900E-14 
 10 18  -0.1710613666E-12 
 10 19  0.5509649811E-13 
 10 20  -0.5255269554E-13 
 10 21  -0.8396173432E-13 
 10 22  0.1544847700E-14 
 10 23  -0.4715173225E-14 
 10 24  0.6529687628E-14 
 10 25  0.5298706081E-13 
 10 26  0.7586472276E-13 
 10 27  -0.3538821661E-13 
 10 28  -0.5719830110E-14 
 10 29  -1.008164287 
 10 30  -0.2054207194E-13 
 10 31  0.1501366577E-12 
 10 32  0.1711886112E-12 
 10 33  0.5712321587E-14 
 10 34  -0.2753229434E-13 
 10 35  0.1150808507E-12 
 10 36  0.1007370999E-12 
 10 37  0.4004082290E-13 
 10 38  -0.4133518750E-13 
 10 39  0.7827963508E-15 
 10 40  -0.4915096379E-13 
 10 41  0.2355697094E-14 
 10 42  0.1046905448E-13 
 10 43  -0.1285520728E-13 
 10 44  0.1768762977E-14 
 10 45  -0.1513626066E-14 
 10 46  0.2480341380E-14 
 10 47  -0.7408646518E-14 
 10 48  -0.6835613906E-14 
 10 49  0.1010133038E-13 
 10 50  -0.8943346888E-01 
 11 12  -0.2287760943E-13 
 11 13  0.9295769432E-15 
 11 14  0.1397180338E-13 
 11 15  0.1458033621 
 11 16  -0.2164940319E-13 
 11 17  0.4831096884E-14 
 11 18  0.9882206679E-13 
 11 19  0.7466209861E-13 
 11 20  0.1402372904E-13 
 11 21  1.050592899 
 11 22  0.1118323207E-11 
 11 23  0.2916954127E-13 
 11 24  -0.5117718434E-14 
 11 25  0.3591146274E-13 
 11 26  -0.1044184067E-12 
 11 27  -0.4989844665E-13 
 11 28  -0.1735694855 
 11 29  -0.1030449529E-12 
 11 30  0.1273165990E-13 
 11 31  0.4209361063E-13 
 11 32  -0.3859690955E-13 
 11 33  0.3658342753E-13 
 11 34  -0.4619982792E-03 
 11 35  0.1326158150E-12 
 11 36  -1.068726897 
 11 37  -0.1450128402E-12 
 11 38  -0.2401450891E-12 
 11 39  0.4791331228E-14 
 11 40  0.9341561304E-14 
 11 41  0.1250354377E-13 
 11 42  -0.2099002153E-01 
 11 43  -0.2030174328E-13 
 11 44  -0.1889379622E-14 
 11 45  0.2404749619E-14 
 11 46  0.4715366772E-14 
 11 47  -0.8770336684E-14 
 11 48  -0.1997586175E-14 
 11 49  -0.2072357585E-14 
 11 50  -0.7581808852E-14 
 12 13  -0.1616707434E-14 
 12 14  0.1493759713E-13 
 12 15  -0.1898079709E-14 
 12 16  0.1639382938E-12 
 12 17  0.2693024789E-14 
 12 18  0.1649335237E-12 
 12 19  0.5393005412E-14 
 12 20  0.9342840910 
 12 21  -0.1799915875E-13 
 12 22  0.4851410343E-13 
 12 23  0.2645758402E-13 
 12 24  0.1499744043E-14 
 12 25  -0.2317099691E-12 
 12 26  -0.7903086754E-14 
 12 27  0.7782070480E-13 
 12 28  -0.7971049290E-14 
 12 29  -0.6073693794E-13 
 12 30  -0.1045021393E-13 
 12 31  -0.3088856838E-14 
 12 32  0.3642672101E-11 
 12 33  -0.4206795909E-13 
 12 34  0.3389338980E-13 
 12 35  -0.1008633078E-12 
 12 36  0.1013435077E-12 
 12 37  -0.6424136162 
 12 38  0.6799180359E-12 
 12 39  -0.2030383376E-12 
 12 40  0.3899322271E-13 
 12 41  0.5611891092E-13 
 12 42  0.1332939750E-13 
 12 43  -0.1772262388E-14 
 12 44  -0.5410197216E-14 
 12 45  -0.1597945390E-15 
 12 46  0.3679729234E-14 
 12 47  0.2790997786E-13 
 12 48  -0.3569814268E-15 
 12 49  -0.3801275074E-14 
 12 50  0.4341284730E-15 
 13 14  0.1670920084E-14 
 13 15  -0.9797631795E-14 
 13 16  0.1340972376E-03 
 13 17  0.5774052607E-15 
 13 18  0.1501949335E-13 
 13 19  -0.2697085438E-03 
 13 20  0.3369546179E-11 
 13 21  -0.6451084919E-13 
 13 22  -0.4158844950E-14 
 13 23  -0.2868443830E-14 
 13 24  0.4008203952E-14 
 13 25  0.2441663673E-04 
 13 26  0.1995833749E-13 
 13 27  0.8050199249E-03 
 13 28  0.2926037708E-13 
 13 29  -0.1690116553E-12 
 13 30  -0.8926554970E-14 
 13 31  0.4665347427E-12 
 13 32  -1.006761909 
 13 33  -0.5393431470E-13 
 13 34  0.3922323891E-12 
 13 35  -0.1006233213E-13 
 13 36  0.3939735907E-13 
 13 37  -0.2350282729E-11 
 13 38  -0.9909714572E-03 
 13 39  0.5888002149E-14 
 13 40  -0.1703151339E-13 
 13 41  -0.2334665054E-14 
 13 42  0.1155249856E-13 
 13 43  -0.1907018617E-13 
 13 44  0.1816990261E-03 
 13 45  0.1164587293E-14 
 13 46  0.3581856694E-14 
 13 47  0.6206271355E-03 
 13 48  -0.6561899021E-14 
 13 49  0.3238937735E-14 
 13 50  -0.2285962142E-14 
 14 15  0.2007189987E-12 
 14 16  -0.8279226422 
 14 17  0.5959089559E-13 
 14 18  0.6967633393E-12 
 14 19  1.067912579 
 14 20  -0.6278063193E-13 
 14 21  -0.4186859464E-13 
 14 22  -0.1472310297E-13 
 14 23  -0.1634254018E-13 
 14 24  -0.2363688238E-11 
 14 25  1.174777985 
 14 26  -0.1872057603E-12 
 14 27  -0.3856987059 
 14 28  0.9156682303E-13 
 14 29  0.6016001364E-13 
 14 30  -0.6345707922E-13 
 14 31  -0.2652100985E-13 
 14 32  0.1108151628E-02 
 14 33  0.4701141277E-13 
 14 34  0.8687599522E-13 
 14 35  0.1100182296E-12 
 14 36  0.2187617356E-12 
 14 37  -0.8633439016E-12 
 14 38  -1.002987385 
 14 39  0.2496489614E-12 
 14 40  0.3574931777E-14 
 14 41  -0.3110313453E-14 
 14 42  -0.2101982901E-13 
 14 43  0.3864046737E-13 
 14 44  0.2852320299E-01 
 14 45  0.4294235967E-14 
 14 46  -0.6294557635E-14 
 14 47  -0.1022884101 
 14 48  0.7298801320E-12 
 14 49  -0.1974632006E-13 
 14 50  0.1269521631E-13 
 15 16  0.4786505936E-13 
 15 17  0.1686072614E-12 
 15 18  0.3736224383E-13 
 15 19  0.1252797474E-13 
 15 20  0.3035074565E-13 
 15 21  0.3817479915E-13 
 15 22  -0.2061510278E-12 
 15 23  -0.8120257258 
 15 24  0.4147856917E-12 
 15 25  -0.1088691854E-12 
 15 26  -0.1133816365E-13 
 15 27  0.1730823906E-13 
 15 28  0.2231023373E-14 
 15 29  0.4629060044E-14 
 15 30  0.6732051635E-15 
 15 31  0.4687838117E-13 
 15 32  0.1246129355E-14 
 15 33  0.2690767658E-14 
 15 34  0.1214233419E-13 
 15 35  0.5336669759E-13 
 15 36  -0.1694005247E-13 
 15 37  -0.5888890178E-13 
 15 38  0.2921550255E-14 
 15 39  -0.1377560599E-13 
 15 40  -0.8549110855E-12 
 15 41  -0.7512562275 
 15 42  0.2803615359E-13 
 15 43  -0.1456727805E-12 
 15 44  -0.1292172563E-13 
 15 45  -0.5070678374E-13 
 15 46  -0.9613228911E-15 
 15 47  -0.6120475847E-15 
 15 48  -0.7173202275E-15 
 15 49  0.1491316967E-01 
 15 50  -0.3799421342E-15 
 16 17  -0.6679197550 
 16 18  0.2476895947E-13 
 16 19  -0.4063619897E-13 
 16 20  0.4237010845E-14 
 16 21  -0.2083694681E-12 
 16 22  0.1852477491 
 16 23  -0.1994097975E-12 
 16 24  -1.757630587 
 16 25  -0.3404943862E-11 
 16 26  -0.1128861476E-13 
 16 27  -0.5587192797E-14 
 16 28  0.2152775528E-14 
 16 29  -0.2818490274E-13 
 16 30  0.1730423666E-12 
 16 31  -0.1899754256 
 16 32  -0.1079815626E-12 
 16 33  0.2875336349E-14 
 16 34  -0.8593984424E-14 
 16 35  -0.1082290250E-13 
 16 36  -0.1374525849E-13 
 16 37  0.1277301375E-13 
 16 38  0.9248238433E-13 
 16 39  0.1208086498E-02 
 16 40  0.2490499804E-13 
 16 41  -0.1888409541E-12 
 16 42  -0.2400976553E-13 
 16 43  0.5756033659 
 16 44  -0.1402525370E-13 
 16 45  0.1810353398 
 16 46  0.3282794030E-02 
 16 47  0.5342019111E-14 
 16 48  -0.5644209338E-15 
 16 49  0.2906862703E-14 
 16 50  -0.6348803637E-15 
 17 18  -0.2512364774E-12 
 17 19  -0.2929100394 
 17 20  0.6295020115E-13 
 17 21  0.2963341039E-13 
 17 22  0.1550369974E-13 
 17 23  -0.8720164212E-13 
 17 24  -0.2465218567E-11 
 17 25  1.331354260 
 17 26  0.1476767927E-12 
 17 27  0.3415122628 
 17 28  -0.8743929924E-13 
 17 29  -0.9315891124E-14 
 17 30  0.1539483229E-13 
 17 31  0.1377803867E-13 
 17 32  0.3220359504E-03 
 17 33  -0.1300526933E-13 
 17 34  -0.2808225293E-14 
 17 35  -0.2300567912E-13 
 17 36  -0.4980565927E-13 
 17 37  0.1721244404E-12 
 17 38  0.2240937948 
 17 39  -0.5450972451E-13 
 17 40  0.2880575247E-14 
 17 41  -0.2770309345E-13 
 17 42  0.1257938964E-13 
 17 43  -0.5707890757E-13 
 17 44  0.3424803615 
 17 45  0.9188082153E-13 
 17 46  0.2059429491E-13 
 17 47  -0.1660463773E-01 
 17 48  0.1139224484E-12 
 17 49  -0.3667918630E-14 
 17 50  0.1861177025E-14 
 18 19  -0.6409557130E-12 
 18 20  -2.834299803 
 18 21  0.1427890738E-12 
 18 22  -0.2417256282E-11 
 18 23  0.8844300448E-14 
 18 24  -0.9477165689E-13 
 18 25  -0.2407839214E-13 
 18 26  -0.1097487376E-13 
 18 27  -0.4712278490E-14 
 18 28  -0.2272130136E-13 
 18 29  -0.4772232753E-14 
 18 30  -0.1496340283E-13 
 18 31  -0.6840883654E-12 
 18 32  0.5175169375E-13 
 18 33  -0.1135332808E-12 
 18 34  0.8280404357E-13 
 18 35  -0.3734659880E-12 
 18 36  0.2870628811E-12 
 18 37  -1.666624188 
 18 38  0.1253764670E-11 
 18 39  -0.5286844096E-12 
 18 40  0.2786669550E-12 
 18 41  0.7198757513E-13 
 18 42  0.6143156594E-13 
 18 43  0.5751047967E-12 
 18 44  0.1194918357E-13 
 18 45  0.6961349764E-13 
 18 46  0.4521191635E-12 
 18 47  0.1404063497E-13 
 18 48  -0.5809579604E-14 
 18 49  -0.9755250925E-15 
 18 50  0.5052400123E-15 
 19 20  0.2213018831E-11 
 19 21  0.3482465618E-11 
 19 22  -3.114037514 
 19 23  0.6167058509E-12 
 19 24  -0.2883810177E-01 
 19 25  -0.2595238985E-13 
 19 26  0.1937066603E-13 
 19 27  0.1320227226E-13 
 19 28  -0.3705671227E-13 
 19 29  -0.1506644066E-12 
 19 30  0.8284402352E-12 
 19 31  -0.9603420496 
 19 32  -0.4484211667E-12 
 19 33  0.6169898949E-14 
 19 34  -0.4366183115E-13 
 19 35  -0.3099670585E-12 
 19 36  0.4963790609E-13 
 19 37  0.1177884504E-11 
 19 38  -0.8731588992E-13 
 19 39  0.9612864815E-03 
 19 40  0.3735023629E-12 
 19 41  -0.2199398763E-14 
 19 42  0.1825536928E-13 
 19 43  0.8413644433 
 19 44  -0.5376283118E-13 
 19 45  0.1640329212 
 19 46  0.6380953193 
 19 47  -0.6836165748E-13 
 19 48  -0.3282386502E-13 
 19 49  -0.2696957309E-13 
 19 50  0.1781513237E-13 
 20 21  -0.1036353027E-13 
 20 22  0.7094281217E-12 
 20 23  -0.1328952817E-12 
 20 24  -0.2075677446E-13 
 20 25  -0.1003518490E-12 
 20 26  0.3513165936E-01 
 20 27  -0.5965119078E-13 
 20 28  -0.1145052935E-13 
 20 29  0.5019775167E-14 
 20 30  0.3465368354E-04 
 20 31  0.2646848940E-12 
 20 32  -0.4336330963E-13 
 20 33  0.5290954713E-13 
 20 34  -0.1012039234E-12 
 20 35  -1.220762491 
 20 36  -0.2631915953E-12 
 20 37  0.4589297150E-12 
 20 38  0.1025431808E-13 
 20 39  -0.2976037927E-12 
 20 40  1.374917865 
 20 41  -0.1656292941E-11 
 20 42  0.1540823065E-13 
 20 43  -0.2594063473E-12 
 20 44  -0.2730345696E-14 
 20 45  -0.4400241293E-13 
 20 46  -0.1683152044E-12 
 20 47  0.3319569215E-13 
 20 48  -0.5119429440E-14 
 20 49  -0.4276925155E-14 
 20 50  0.3248869832E-14 
 21 22  -0.5986696056E-12 
 21 23  -3.073835135 
 21 24  -0.2270360684E-13 
 21 25  -0.5640176911E-12 
 21 26  0.2131440505E-13 
 21 27  -0.3444191275E-12 
 21 28  0.9692978519E-17 
 21 29  0.7694004295E-14 
 21 30  -0.8754088898E-14 
 21 31  -0.4457371972E-14 
 21 32  -0.6106512933E-14 
 21 33  -0.9383408967E-14 
 21 34  -0.1723458785E-13 
 21 35  -0.9547810269E-13 
 21 36  0.1439194189E-13 
 21 37  0.5153792296E-13 
 21 38  0.1839268755E-11 
 21 39  0.2561538086E-13 
 21 40  0.1600727363E-11 
 21 41  1.400004029 
 21 42  -0.6563599355E-13 
 21 43  0.1396252329E-13 
 21 44  -0.1822105428E-12 
 21 45  0.3334491903E-13 
 21 46  0.2865278341E-13 
 21 47  0.6296105130E-12 
 21 48  -0.8199393279E-14 
 21 49  0.6462906599 
 21 50  0.6473715607E-13 
 22 23  -0.3460513993E-11 
 22 24  -0.9403721291E-12 
 22 25  0.4650599957 
 22 26  0.1190454527E-12 
 22 27  0.3059285879 
 22 28  -0.9848646556E-13 
 22 29  -0.2147078935E-13 
 22 30  0.1288937151E-13 
 22 31  0.7627465283E-13 
 22 32  0.2359756734E-02 
 22 33  0.8414746493E-13 
 22 34  0.1203950405E-12 
 22 35  0.7969590699E-13 
 22 36  -0.2320755926E-14 
 22 37  -0.1274147671E-11 
 22 38  -1.678808212 
 22 39  0.4122064831E-12 
 22 40  0.1092034585E-12 
 22 41  0.1561172849E-11 
 22 42  -0.1837614398E-12 
 22 43  -0.6427371554E-14 
 22 44  0.1489618421 
 22 45  0.5962233067E-13 
 22 46  -0.4116101042E-13 
 22 47  -0.6899694800 
 22 48  0.4920878809E-11 
 22 49  0.5591762405E-12 
 22 50  0.4701613922E-14 
 23 24  -0.3972041405E-13 
 23 25  -0.1052769457E-12 
 23 26  0.3658187492E-14 
 23 27  -0.6643030716E-13 
 23 28  0.4406078905E-01 
 23 29  -0.1455955277E-13 
 23 30  -0.1204578514E-13 
 23 31  -0.2218809920E-13 
 23 32  0.1410843996E-13 
 23 33  0.4613982942E-13 
 23 34  -0.3145413357E-03 
 23 35  0.2653303738E-12 
 23 36  -1.459942222 
 23 37  -0.2838632107E-12 
 23 38  0.9848190514E-13 
 23 39  0.6744214562E-13 
 23 40  -0.3864237489E-13 
